doc_id,entity_text,gold_id,exact_curie,exact_label,exact_score,exact_match_type,biosyn_curie,biosyn_label,biosyn_score,biosyn_match_type,rag_curie,rag_label,rag_score,rag_match_type
11532192,pigmented,CHEBI:26130,,,0.0,NIL,CHEBI:26130,biological pigment,0.8817,dense_nn,CHEBI:26130,biological pigment,0.8817,rag_selected
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,Pigment,CHEBI:26130,CHEBI:26130,biological pigment,0.9333,fuzzy,CHEBI:26130,biological pigment,0.9614,dense_nn,CHEBI:26130,biological pigment,0.9614,rag_selected
11532192,Aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,anesthetic,CHEBI:38867,CHEBI:38867,anaesthetic,0.9524,fuzzy,CHEBI:38867,anaesthetic,0.9725,dense_nn,CHEBI:38867,anaesthetic,0.9725,rag_selected
11532192,ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,pigmented,CHEBI:26130,,,0.0,NIL,CHEBI:26130,biological pigment,0.8817,dense_nn,CHEBI:26130,biological pigment,0.8817,rag_selected
11532192,pigmented,CHEBI:26130,,,0.0,NIL,CHEBI:26130,biological pigment,0.8817,dense_nn,CHEBI:26130,biological pigment,0.8817,rag_selected
11532192,pigmented,CHEBI:26130,,,0.0,NIL,CHEBI:26130,biological pigment,0.8817,dense_nn,CHEBI:26130,biological pigment,0.8817,rag_selected
11532192,pigmented,CHEBI:26130,,,0.0,NIL,CHEBI:26130,biological pigment,0.8817,dense_nn,CHEBI:26130,biological pigment,0.8817,rag_selected
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,anesthetic agents,CHEBI:38867,CHEBI:38867,anaesthetic,0.9697,fuzzy,CHEBI:38867,anaesthetic,0.9907,dense_nn,CHEBI:38867,anaesthetic,0.9907,rag_selected
11532192,Ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,ketamine,CHEBI:6121,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref,CHEBI:6121,ketamine,1.0,exact_pref
11532192,drug,CHEBI:23888,CHEBI:23888,drug,1.0,exact_pref,CHEBI:23888,drug,1.0,exact_pref,CHEBI:23888,drug,1.0,exact_pref
11532192,terpenes,CHEBI:35186,CHEBI:35186,terpene,1.0,exact_syn,CHEBI:35186,terpene,1.0,exact_syn,CHEBI:35186,terpene,1.0,exact_syn
11532192,Terpene,CHEBI:35186,CHEBI:35186,terpene,1.0,exact_pref,CHEBI:35186,terpene,1.0,exact_pref,CHEBI:35186,terpene,1.0,exact_pref
11532192,terpenes,CHEBI:35186,CHEBI:35186,terpene,1.0,exact_syn,CHEBI:35186,terpene,1.0,exact_syn,CHEBI:35186,terpene,1.0,exact_syn
11532192,drug,CHEBI:23888,CHEBI:23888,drug,1.0,exact_pref,CHEBI:23888,drug,1.0,exact_pref,CHEBI:23888,drug,1.0,exact_pref
11532192,anesthetic agents,CHEBI:38867,CHEBI:38867,anaesthetic,0.9697,fuzzy,CHEBI:38867,anaesthetic,0.9907,dense_nn,CHEBI:38867,anaesthetic,0.9907,rag_selected
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,Bicarbonate,CHEBI:17544,CHEBI:17544,hydrogencarbonate,1.0,exact_syn,CHEBI:17544,hydrogencarbonate,1.0,exact_syn,CHEBI:17544,hydrogencarbonate,1.0,exact_syn
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,aqueous,CHEBI:15377,,,0.0,NIL,CHEBI:73788,Ala-Gln,0.8863,dense_nn,CHEBI:15377,water,0.8528,rag_selected
11532192,pigment,CHEBI:26130,CHEBI:26130,biological pigment,0.9333,fuzzy,CHEBI:26130,biological pigment,0.9614,dense_nn,CHEBI:26130,biological pigment,0.9614,rag_selected
11532192,pigmented,CHEBI:26130,,,0.0,NIL,CHEBI:26130,biological pigment,0.8817,dense_nn,CHEBI:26130,biological pigment,0.8817,rag_selected
11532192,pigmented,CHEBI:26130,,,0.0,NIL,CHEBI:26130,biological pigment,0.8817,dense_nn,CHEBI:26130,biological pigment,0.8817,rag_selected
11532192,pigmented,CHEBI:26130,,,0.0,NIL,CHEBI:26130,biological pigment,0.8817,dense_nn,CHEBI:26130,biological pigment,0.8817,rag_selected
11532192,chow,CHEBI:33290,,,0.0,NIL,CHEBI:82283,Tungsten carbide,0.7843,dense_nn,CHEBI:33290,food,0.7595,rag_selected
11532192,water,CHEBI:15377,CHEBI:15377,water,1.0,exact_pref,CHEBI:15377,water,1.0,exact_pref,CHEBI:15377,water,1.0,exact_pref
11532192,chow,CHEBI:33290,,,0.0,NIL,CHEBI:82283,Tungsten carbide,0.7843,dense_nn,CHEBI:33290,food,0.7595,rag_selected
11532192,anesthetic agents,CHEBI:38867,CHEBI:38867,anaesthetic,0.9697,fuzzy,CHEBI:38867,anaesthetic,0.9907,dense_nn,CHEBI:38867,anaesthetic,0.9907,rag_selected
11532192,acid,CHEBI:37527,CHEBI:37527,acid,1.0,exact_pref,CHEBI:37527,acid,1.0,exact_pref,CHEBI:37527,acid,1.0,exact_pref
11532192,alcohol,CHEBI:30879,CHEBI:30879,alcohol,1.0,exact_pref,CHEBI:30879,alcohol,1.0,exact_pref,CHEBI:30879,alcohol,1.0,exact_pref
11532192,formalin,CHEBI:16842,CHEBI:16842,formaldehyde,1.0,exact_syn,CHEBI:16842,formaldehyde,1.0,exact_syn,CHEBI:16842,formaldehyde,1.0,exact_syn
11532192,fixative,CHEBI:50913,CHEBI:50913,fixative,1.0,exact_pref,CHEBI:50913,fixative,1.0,exact_pref,CHEBI:50913,fixative,1.0,exact_pref
11597317,DNA damaging agents,CHEBI:50902,CHEBI:16991,deoxyribonucleic acid,1.0,prefix_truncated,CHEBI:16991,deoxyribonucleic acid,1.0,prefix_truncated,CHEBI:16991,deoxyribonucleic acid,1.0,prefix_truncated
11597317,inhibitor,CHEBI:35222,CHEBI:35222,inhibitor,1.0,exact_pref,CHEBI:35222,inhibitor,1.0,exact_pref,CHEBI:35222,inhibitor,1.0,exact_pref
11597317,electron,CHEBI:10545,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref,CHEBI:10545,electron,1.0,exact_pref
11897010,cation,CHEBI:36916,CHEBI:36916,cation,1.0,exact_pref,CHEBI:36916,cation,1.0,exact_pref,CHEBI:36916,cation,1.0,exact_pref
11897010,ion,CHEBI:24870,CHEBI:24870,ion,1.0,exact_pref,CHEBI:24870,ion,1.0,exact_pref,CHEBI:24870,ion,1.0,exact_pref
